Temperature,Humidity,Storage_Days,Spoilage_Label,Grain_Type,Airflow,Dew_Point,Ambient_Light,Pest_Presence,Grain_Moisture,Rainfall
35.60857951,88.26005593,12,Spoiled,1,0.751471708,14.37899887,161.2993087,1,19.92178028,2.714206872
34.1007257,61.86142325,7,Risky,1,0.462028228,14.21712618,79.72945796,0,19.97938351,2.602602668
31.36196007,63.98812919,9,Risky,1,0.138993137,10.39922533,181.1597048,1,14.24859108,3.276915997
26.69857069,53.93582599,20,Safe,1,0.514304841,13.15533181,68.99556883,0,14.56144934,2.257735114
37.5834713,80.57490649,26,Spoiled,1,1.451423813,13.66798321,123.9545188,1,13.50322871,3.43732402
25.06948035,54.85545673,6,Safe,1,1.384175293,14.55649549,148.835271,0,14.56428933,4.791638432
30.20429803,88.7395511,19,Spoiled,1,1.0769659,10.56224295,50.58775624,1,13.25788532,2.512738034
31.78659274,74.07526359,12,Risky,1,1.051486455,15.46407074,126.4589113,0,19.1174993,1.385127244
32.47551659,82.47079152,11,Risky,1,0.101556932,18.52048416,92.70121083,1,18.00535211,3.433778601
31.28388174,76.25914429,11,Spoiled,1,0.480736383,15.59218132,106.3956833,1,15.90883941,3.371098162
30.43590849,63.53070024,5,Risky,1,1.026568419,10.99579714,130.9492683,1,14.60464906,0.173995999
33.70882525,87.12334561,8,Risky,1,0.98719624,10.16028156,61.62254398,0,19.8687784,2.046247869
31.21936186,59.62770847,12,Risky,1,0.579823296,15.75665253,119.9561892,0,15.60019392,4.135790742
26.00614716,61.43627157,8,Safe,1,1.009703265,18.79837748,75.21771464,0,17.51314686,2.245741014
28.1485839,84.45479985,6,Spoiled,1,0.662838104,18.99248918,123.1062212,0,13.60123369,0.455686695
28.07709461,86.75706135,27,Spoiled,1,1.191749238,11.31287972,191.9280341,0,16.73446326,1.06868344
25.98562959,79.13962709,8,Spoiled,1,0.456273864,16.76398369,78.1020187,1,18.01927387,1.857316697
32.86585404,57.09715078,7,Risky,1,1.29161103,17.56451088,158.4995456,1,17.35508339,1.017677612
39.19173193,79.0391964,17,Spoiled,1,0.949989393,11.47958334,88.19956488,0,14.86010663,2.770848608
35.73958343,73.61390762,27,Spoiled,1,1.482270622,15.6541594,143.8761792,1,16.49084659,0.679663737
25.40643989,61.90193805,14,Safe,1,0.844620473,10.34431309,175.4659606,1,16.22249687,1.070881264
28.32958243,72.60087971,20,Spoiled,1,1.32306594,14.4582555,126.7907946,0,16.14103863,0.300365842
28.46612195,77.55541208,10,Spoiled,1,1.493796461,18.16655243,129.0511437,1,16.62301665,1.627516691
35.07839115,84.93291663,6,Spoiled,1,0.915800229,18.85238879,134.2391762,0,17.99452284,0.718438126
25.29565807,75.45165416,6,Spoiled,1,1.237463349,10.86706568,75.62205595,0,19.71752383,3.549665367
36.99874128,56.4028654,28,Spoiled,1,0.52804154,19.13229686,97.82259843,1,12.42747682,0.719172355
34.79119162,50.37326479,6,Risky,1,1.041510168,18.29565831,81.51766639,0,16.239005,4.040785245
26.49162089,79.0584686,7,Spoiled,1,0.541335209,19.3539449,195.517533,1,15.85938881,3.031083211
35.83400398,53.96712398,27,Spoiled,1,0.985354759,19.41334393,170.4046108,0,18.14471503,2.927429692
37.83544702,66.05977263,18,Spoiled,1,0.279656207,16.76617234,168.2052724,1,17.97779716,1.578268135
37.45329797,82.00283875,28,Spoiled,1,0.909889512,13.63403932,94.58211708,0,14.49362657,0.434697803
28.07476443,79.32285184,11,Spoiled,1,1.154860955,13.32172522,154.6147426,0,12.57885806,2.140096762
38.44503728,57.52098938,11,Spoiled,1,0.799942589,17.653163,167.4118511,0,14.05329352,1.319030375
26.28262796,81.35167138,21,Spoiled,1,0.96684183,12.04802409,153.7891045,1,19.48795343,2.594686821
33.74562341,51.4124542,25,Spoiled,1,0.720247189,13.87223141,81.39591138,0,14.75183709,2.355862797
37.26165343,88.3229392,23,Spoiled,1,0.374744003,19.8294688,110.3789533,0,18.00632185,4.141890728
28.8913515,63.07726465,29,Spoiled,1,1.448871926,17.17676158,147.5382607,0,14.84231715,1.186271818
33.28070771,67.94442524,14,Risky,1,0.17983768,11.80657541,57.68364446,0,18.72628058,3.617903502
36.45408691,65.66102793,24,Spoiled,1,0.427237109,17.56192234,102.6064682,0,15.57818375,2.132959505
38.02701964,77.82472586,22,Spoiled,1,1.248094503,16.08211377,170.4755767,0,19.63305313,4.226127791
36.99782884,64.21972042,18,Spoiled,1,1.065034577,12.28331252,106.0029742,1,15.40714524,4.416748505
31.37820257,81.76789325,24,Spoiled,1,0.453236698,10.58457987,72.71156659,0,19.88419307,2.47858505
33.12451322,69.2389156,19,Spoiled,1,1.357109411,11.68020052,78.55726794,0,12.04279191,1.100331274
28.86831528,52.59414378,8,Risky,1,0.916382307,13.99983018,65.87075373,0,19.22440522,4.328636186
26.76626624,69.93022729,22,Spoiled,1,1.375874866,14.10731543,76.17477296,0,18.48112073,2.270837351
37.44612706,78.30723739,16,Spoiled,1,1.082950436,10.38400877,180.0232229,1,17.32218269,0.449128763
38.50027963,55.89810107,21,Spoiled,1,1.158755308,15.01945405,131.6189003,1,17.88762848,2.159218462
38.71617919,79.42652457,28,Spoiled,1,0.918360359,14.56888072,158.0167,1,14.42112273,0.617862453
29.33040605,72.87489085,15,Risky,1,0.660985834,18.77749405,82.31943609,0,13.57153052,2.459379797
35.78568858,57.37905013,13,Spoiled,1,1.336583042,18.26464609,177.7305758,1,12.70174113,3.356840044
39.05244609,83.26788175,22,Spoiled,1,1.007526856,12.90876854,197.2132137,0,14.26032691,3.959805072
28.93396066,87.6271698,23,Spoiled,1,1.008271541,11.92676396,102.5010303,0,16.03111037,1.273602502
32.44549371,84.90921002,20,Spoiled,1,0.768382665,17.80048087,132.4117748,0,14.59550583,2.057054659
26.5989738,68.32747547,9,Risky,1,0.573318173,13.32729477,104.6849641,0,18.42643659,1.153193201
37.28653477,79.18032915,14,Spoiled,1,0.873312593,14.60355373,81.12672431,0,19.55800064,2.832218425
36.99123818,80.62051596,19,Spoiled,1,0.933321626,17.09671344,135.3219105,0,15.91372999,2.358781547
29.08217706,74.40900598,25,Spoiled,1,0.907774257,10.5017535,114.8174355,1,19.39374748,3.66118957
30.41460845,80.05500344,15,Spoiled,1,1.224216634,17.20456741,117.832265,0,16.65139916,3.34090331
26.3737311,76.27820625,17,Spoiled,1,0.85639045,12.81825003,71.4178455,0,16.3914602,4.479060507
38.75970363,88.26458484,9,Spoiled,1,0.210992398,11.84301397,108.415202,0,13.75456321,0.288940985
